case_uid,geometry_id,logo_fold,split
G01_R0735,G01,holdout_G01,test
G01_R0736,G01,holdout_G01,test
G01_R0737,G01,holdout_G01,test
G01_R0738,G01,holdout_G01,test
G01_R0739,G01,holdout_G01,test
G01_R0740,G01,holdout_G01,test
G01_R0741,G01,holdout_G01,test
G01_R0742,G01,holdout_G01,test
G01_R0743,G01,holdout_G01,test
G01_R0744,G01,holdout_G01,test
G01_R0745,G01,holdout_G01,test
G01_R0746,G01,holdout_G01,test
G01_R0747,G01,holdout_G01,test
G01_R0748,G01,holdout_G01,test
G01_R0749,G01,holdout_G01,test
G01_R0750,G01,holdout_G01,test
G01_R0751,G01,holdout_G01,test
G01_R0752,G01,holdout_G01,test
G01_R0753,G01,holdout_G01,test
G01_R0754,G01,holdout_G01,test
G01_R0755,G01,holdout_G01,test
G01_R0756,G01,holdout_G01,test
G01_R0757,G01,holdout_G01,test
G01_R0758,G01,holdout_G01,test
G01_R0759,G01,holdout_G01,test
G01_R0760,G01,holdout_G01,test
G01_R0761,G01,holdout_G01,test
G01_R0762,G01,holdout_G01,test
G01_R0763,G01,holdout_G01,test
G01_R0764,G01,holdout_G01,test
G01_R0765,G01,holdout_G01,test
G01_R0766,G01,holdout_G01,test
G01_R0767,G01,holdout_G01,test
G01_R0768,G01,holdout_G01,test
G02_R0001,G02,holdout_G01,train
G02_R0002,G02,holdout_G01,train
G02_R0003,G02,holdout_G01,train
G02_R0004,G02,holdout_G01,train
G02_R0005,G02,holdout_G01,train
G02_R0006,G02,holdout_G01,train
G02_R0007,G02,holdout_G01,train
G02_R0008,G02,holdout_G01,train
G02_R0009,G02,holdout_G01,train
G02_R0010,G02,holdout_G01,train
G02_R0011,G02,holdout_G01,train
G02_R0012,G02,holdout_G01,train
G02_R0013,G02,holdout_G01,train
G02_R0014,G02,holdout_G01,train
G02_R0015,G02,holdout_G01,train
G02_R0016,G02,holdout_G01,train
G02_R0017,G02,holdout_G01,train
G02_R0018,G02,holdout_G01,train
G02_R0019,G02,holdout_G01,train
G02_R0020,G02,holdout_G01,train
G02_R0021,G02,holdout_G01,train
G02_R0022,G02,holdout_G01,train
G02_R0023,G02,holdout_G01,train
G02_R0024,G02,holdout_G01,train
G02_R0025,G02,holdout_G01,train
G02_R0026,G02,holdout_G01,train
G02_R0027,G02,holdout_G01,train
G02_R0028,G02,holdout_G01,train
G02_R0029,G02,holdout_G01,train
G02_R0030,G02,holdout_G01,train
G02_R0031,G02,holdout_G01,train
G02_R0032,G02,holdout_G01,train
G02_R0033,G02,holdout_G01,train
G02_R0034,G02,holdout_G01,train
G02_R0035,G02,holdout_G01,train
G02_R0036,G02,holdout_G01,train
G02_R0037,G02,holdout_G01,train
G02_R0038,G02,holdout_G01,train
G02_R0039,G02,holdout_G01,train
G02_R0040,G02,holdout_G01,train
G02_R0041,G02,holdout_G01,train
G02_R0042,G02,holdout_G01,train
G02_R0043,G02,holdout_G01,train
G02_R0044,G02,holdout_G01,train
G02_R0045,G02,holdout_G01,train
G02_R0046,G02,holdout_G01,train
G02_R0047,G02,holdout_G01,train
G02_R0048,G02,holdout_G01,train
G02_R0049,G02,holdout_G01,train
G02_R0050,G02,holdout_G01,train
G02_R0051,G02,holdout_G01,train
G02_R0052,G02,holdout_G01,train
G02_R0053,G02,holdout_G01,train
G02_R0054,G02,holdout_G01,train
G02_R0055,G02,holdout_G01,train
G02_R0056,G02,holdout_G01,train
G02_R0057,G02,holdout_G01,train
G02_R0058,G02,holdout_G01,train
G02_R0059,G02,holdout_G01,train
G02_R0060,G02,holdout_G01,train
G02_R0061,G02,holdout_G01,train
G02_R0062,G02,holdout_G01,train
G02_R0063,G02,holdout_G01,train
G02_R0064,G02,holdout_G01,train
G02_R0065,G02,holdout_G01,train
G02_R0066,G02,holdout_G01,train
G02_R0067,G02,holdout_G01,train
G02_R0068,G02,holdout_G01,train
G02_R0069,G02,holdout_G01,train
G02_R0070,G02,holdout_G01,train
G02_R0071,G02,holdout_G01,train
G02_R0072,G02,holdout_G01,train
G02_R0073,G02,holdout_G01,train
G02_R0074,G02,holdout_G01,train
G02_R0075,G02,holdout_G01,train
G02_R0076,G02,holdout_G01,train
G02_R0077,G02,holdout_G01,train
G02_R0078,G02,holdout_G01,train
G02_R0079,G02,holdout_G01,train
G02_R0080,G02,holdout_G01,train
G02_R0081,G02,holdout_G01,train
G02_R0082,G02,holdout_G01,train
G02_R0083,G02,holdout_G01,train
G02_R0084,G02,holdout_G01,train
G02_R0085,G02,holdout_G01,train
G02_R0086,G02,holdout_G01,train
G02_R0087,G02,holdout_G01,train
G02_R0088,G02,holdout_G01,train
G02_R0089,G02,holdout_G01,train
G02_R0090,G02,holdout_G01,train
G02_R0091,G02,holdout_G01,train
G02_R0092,G02,holdout_G01,train
G02_R0093,G02,holdout_G01,train
G02_R0094,G02,holdout_G01,train
G02_R0095,G02,holdout_G01,train
G02_R0096,G02,holdout_G01,train
G02_R0097,G02,holdout_G01,train
G02_R0098,G02,holdout_G01,train
G02_R0099,G02,holdout_G01,train
G02_R0100,G02,holdout_G01,train
G02_R0101,G02,holdout_G01,train
G02_R0102,G02,holdout_G01,train
G02_R0103,G02,holdout_G01,train
G02_R0104,G02,holdout_G01,train
G02_R0105,G02,holdout_G01,train
G02_R0106,G02,holdout_G01,train
G02_R0107,G02,holdout_G01,train
G02_R0108,G02,holdout_G01,train
G02_R0109,G02,holdout_G01,train
G02_R0110,G02,holdout_G01,train
G02_R0111,G02,holdout_G01,train
G02_R0112,G02,holdout_G01,train
G02_R0113,G02,holdout_G01,train
G02_R0114,G02,holdout_G01,train
G02_R0115,G02,holdout_G01,train
G02_R0116,G02,holdout_G01,train
G02_R0117,G02,holdout_G01,train
G02_R0118,G02,holdout_G01,train
G02_R0119,G02,holdout_G01,train
G02_R0120,G02,holdout_G01,train
G02_R0121,G02,holdout_G01,train
G02_R0122,G02,holdout_G01,train
G02_R0123,G02,holdout_G01,train
G02_R0124,G02,holdout_G01,train
G02_R0125,G02,holdout_G01,train
G02_R0126,G02,holdout_G01,train
G02_R0127,G02,holdout_G01,train
G02_R0128,G02,holdout_G01,train
G02_R0129,G02,holdout_G01,train
G02_R0130,G02,holdout_G01,train
G02_R0131,G02,holdout_G01,train
G02_R0132,G02,holdout_G01,train
G02_R0133,G02,holdout_G01,train
G02_R0134,G02,holdout_G01,train
G02_R0135,G02,holdout_G01,train
G02_R0136,G02,holdout_G01,train
G02_R0137,G02,holdout_G01,train
G02_R0138,G02,holdout_G01,train
G02_R0139,G02,holdout_G01,train
G02_R0140,G02,holdout_G01,train
G02_R0141,G02,holdout_G01,train
G02_R0142,G02,holdout_G01,train
G02_R0143,G02,holdout_G01,train
G02_R0144,G02,holdout_G01,train
G02_R0145,G02,holdout_G01,train
G02_R0146,G02,holdout_G01,train
G02_R0147,G02,holdout_G01,train
G02_R0148,G02,holdout_G01,train
G02_R0149,G02,holdout_G01,train
G02_R0150,G02,holdout_G01,train
G02_R0151,G02,holdout_G01,train
G02_R0152,G02,holdout_G01,train
G02_R0153,G02,holdout_G01,train
G02_R0154,G02,holdout_G01,train
G02_R0155,G02,holdout_G01,train
G02_R0156,G02,holdout_G01,train
G02_R0157,G02,holdout_G01,train
G02_R0158,G02,holdout_G01,train
G02_R0159,G02,holdout_G01,train
G02_R0160,G02,holdout_G01,train
G02_R0161,G02,holdout_G01,train
G02_R0162,G02,holdout_G01,train
G02_R0163,G02,holdout_G01,train
G02_R0164,G02,holdout_G01,train
G02_R0165,G02,holdout_G01,train
G02_R0166,G02,holdout_G01,train
G02_R0167,G02,holdout_G01,train
G02_R0168,G02,holdout_G01,train
G02_R0169,G02,holdout_G01,train
G02_R0170,G02,holdout_G01,train
G02_R0171,G02,holdout_G01,train
G02_R0172,G02,holdout_G01,train
G02_R0173,G02,holdout_G01,train
G02_R0174,G02,holdout_G01,train
G02_R0175,G02,holdout_G01,train
G02_R0176,G02,holdout_G01,train
G02_R0177,G02,holdout_G01,train
G02_R0178,G02,holdout_G01,train
G02_R0179,G02,holdout_G01,train
G02_R0180,G02,holdout_G01,train
G02_R0181,G02,holdout_G01,train
G02_R0182,G02,holdout_G01,train
G02_R0183,G02,holdout_G01,train
G02_R0184,G02,holdout_G01,train
G02_R0185,G02,holdout_G01,train
G02_R0186,G02,holdout_G01,train
G02_R0187,G02,holdout_G01,train
G02_R0188,G02,holdout_G01,train
G02_R0189,G02,holdout_G01,train
G02_R0190,G02,holdout_G01,train
G02_R0191,G02,holdout_G01,train
G02_R0192,G02,holdout_G01,train
G02_R0193,G02,holdout_G01,train
G02_R0194,G02,holdout_G01,train
G02_R0195,G02,holdout_G01,train
G02_R0196,G02,holdout_G01,train
G02_R0197,G02,holdout_G01,train
G02_R0198,G02,holdout_G01,train
G02_R0199,G02,holdout_G01,train
G02_R0200,G02,holdout_G01,train
G02_R0201,G02,holdout_G01,train
G02_R0202,G02,holdout_G01,train
G02_R0203,G02,holdout_G01,train
G02_R0204,G02,holdout_G01,train
G02_R0205,G02,holdout_G01,train
G02_R0206,G02,holdout_G01,train
G02_R0207,G02,holdout_G01,train
G02_R0208,G02,holdout_G01,train
G02_R0209,G02,holdout_G01,train
G02_R0210,G02,holdout_G01,train
G02_R0211,G02,holdout_G01,train
G02_R0212,G02,holdout_G01,train
G02_R0213,G02,holdout_G01,train
G02_R0214,G02,holdout_G01,train
G02_R0215,G02,holdout_G01,train
G02_R0216,G02,holdout_G01,train
G02_R0217,G02,holdout_G01,train
G02_R0218,G02,holdout_G01,train
G02_R0219,G02,holdout_G01,train
G02_R0220,G02,holdout_G01,train
G02_R0221,G02,holdout_G01,train
G02_R0222,G02,holdout_G01,train
G02_R0223,G02,holdout_G01,train
G02_R0224,G02,holdout_G01,train
G02_R0225,G02,holdout_G01,train
G02_R0226,G02,holdout_G01,train
G02_R0227,G02,holdout_G01,train
G02_R0228,G02,holdout_G01,train
G02_R0229,G02,holdout_G01,train
G02_R0230,G02,holdout_G01,train
G02_R0231,G02,holdout_G01,train
G02_R0232,G02,holdout_G01,train
G02_R0233,G02,holdout_G01,train
G02_R0234,G02,holdout_G01,train
G02_R0235,G02,holdout_G01,train
G02_R0236,G02,holdout_G01,train
G02_R0237,G02,holdout_G01,train
G02_R0238,G02,holdout_G01,train
G02_R0239,G02,holdout_G01,train
G02_R0240,G02,holdout_G01,train
G02_R0241,G02,holdout_G01,train
G02_R0242,G02,holdout_G01,train
G02_R0243,G02,holdout_G01,train
G02_R0244,G02,holdout_G01,train
G02_R0245,G02,holdout_G01,train
G02_R0246,G02,holdout_G01,train
G02_R0247,G02,holdout_G01,train
G02_R0248,G02,holdout_G01,train
G02_R0249,G02,holdout_G01,train
G02_R0250,G02,holdout_G01,train
G02_R0251,G02,holdout_G01,train
G02_R0252,G02,holdout_G01,train
G02_R0253,G02,holdout_G01,train
G02_R0254,G02,holdout_G01,train
G02_R0255,G02,holdout_G01,train
G02_R0256,G02,holdout_G01,train
G02_R0257,G02,holdout_G01,train
G02_R0258,G02,holdout_G01,train
G02_R0259,G02,holdout_G01,train
G02_R0260,G02,holdout_G01,train
G02_R0261,G02,holdout_G01,train
G02_R0262,G02,holdout_G01,train
G02_R0263,G02,holdout_G01,train
G02_R0264,G02,holdout_G01,train
G02_R0265,G02,holdout_G01,train
G02_R0266,G02,holdout_G01,train
G02_R0267,G02,holdout_G01,train
G02_R0268,G02,holdout_G01,train
G02_R0269,G02,holdout_G01,train
G02_R0270,G02,holdout_G01,train
G02_R0271,G02,holdout_G01,train
G02_R0272,G02,holdout_G01,train
G02_R0273,G02,holdout_G01,train
G02_R0274,G02,holdout_G01,train
G02_R0275,G02,holdout_G01,train
G02_R0276,G02,holdout_G01,train
G02_R0277,G02,holdout_G01,train
G02_R0278,G02,holdout_G01,train
G02_R0279,G02,holdout_G01,train
G02_R0280,G02,holdout_G01,train
G02_R0281,G02,holdout_G01,train
G02_R0282,G02,holdout_G01,train
G02_R0283,G02,holdout_G01,train
G02_R0284,G02,holdout_G01,train
G02_R0285,G02,holdout_G01,train
G02_R0286,G02,holdout_G01,train
G02_R0287,G02,holdout_G01,train
G02_R0288,G02,holdout_G01,train
G02_R0289,G02,holdout_G01,train
G02_R0290,G02,holdout_G01,train
G02_R0291,G02,holdout_G01,train
G02_R0292,G02,holdout_G01,train
G02_R0293,G02,holdout_G01,train
G02_R0294,G02,holdout_G01,train
G02_R0295,G02,holdout_G01,train
G02_R0296,G02,holdout_G01,train
G02_R0297,G02,holdout_G01,train
G02_R0298,G02,holdout_G01,train
G02_R0299,G02,holdout_G01,train
G02_R0300,G02,holdout_G01,train
G02_R0301,G02,holdout_G01,train
G02_R0302,G02,holdout_G01,train
G02_R0303,G02,holdout_G01,train
G02_R0304,G02,holdout_G01,train
G02_R0305,G02,holdout_G01,train
G02_R0306,G02,holdout_G01,train
G02_R0307,G02,holdout_G01,train
G02_R0308,G02,holdout_G01,train
G02_R0309,G02,holdout_G01,train
G02_R0310,G02,holdout_G01,train
G02_R0311,G02,holdout_G01,train
G02_R0312,G02,holdout_G01,train
G02_R0313,G02,holdout_G01,train
G02_R0314,G02,holdout_G01,train
G02_R0315,G02,holdout_G01,train
G02_R0316,G02,holdout_G01,train
G02_R0317,G02,holdout_G01,train
G02_R0318,G02,holdout_G01,train
G02_R0319,G02,holdout_G01,train
G02_R0320,G02,holdout_G01,train
G02_R0321,G02,holdout_G01,train
G02_R0322,G02,holdout_G01,train
G02_R0323,G02,holdout_G01,train
G02_R0324,G02,holdout_G01,train
G02_R0325,G02,holdout_G01,train
G02_R0326,G02,holdout_G01,train
G02_R0327,G02,holdout_G01,train
G02_R0328,G02,holdout_G01,train
G02_R0329,G02,holdout_G01,train
G02_R0330,G02,holdout_G01,train
G02_R0331,G02,holdout_G01,train
G02_R0332,G02,holdout_G01,train
G02_R0333,G02,holdout_G01,train
G02_R0334,G02,holdout_G01,train
G02_R0335,G02,holdout_G01,train
G02_R0336,G02,holdout_G01,train
G02_R0337,G02,holdout_G01,train
G02_R0338,G02,holdout_G01,train
G02_R0339,G02,holdout_G01,train
G02_R0340,G02,holdout_G01,train
G02_R0341,G02,holdout_G01,train
G02_R0342,G02,holdout_G01,train
G02_R0343,G02,holdout_G01,train
G02_R0344,G02,holdout_G01,train
G02_R0345,G02,holdout_G01,train
G02_R0346,G02,holdout_G01,train
G02_R0347,G02,holdout_G01,train
G02_R0348,G02,holdout_G01,train
G02_R0349,G02,holdout_G01,train
G02_R0350,G02,holdout_G01,train
G02_R0351,G02,holdout_G01,train
G02_R0352,G02,holdout_G01,train
G02_R0353,G02,holdout_G01,train
G02_R0354,G02,holdout_G01,train
G02_R0355,G02,holdout_G01,train
G02_R0356,G02,holdout_G01,train
G02_R0357,G02,holdout_G01,train
G02_R0358,G02,holdout_G01,train
G02_R0359,G02,holdout_G01,train
G02_R0360,G02,holdout_G01,train
G02_R0361,G02,holdout_G01,train
G02_R0362,G02,holdout_G01,train
G02_R0363,G02,holdout_G01,train
G02_R0364,G02,holdout_G01,train
G02_R0365,G02,holdout_G01,train
G02_R0366,G02,holdout_G01,train
G02_R0367,G02,holdout_G01,train
G02_R0368,G02,holdout_G01,train
G02_R0369,G02,holdout_G01,train
G02_R0370,G02,holdout_G01,train
G02_R0371,G02,holdout_G01,train
G02_R0372,G02,holdout_G01,train
G02_R0373,G02,holdout_G01,train
G02_R0374,G02,holdout_G01,train
G02_R0375,G02,holdout_G01,train
G02_R0376,G02,holdout_G01,train
G02_R0377,G02,holdout_G01,train
G02_R0378,G02,holdout_G01,train
G02_R0379,G02,holdout_G01,train
G02_R0380,G02,holdout_G01,train
G02_R0381,G02,holdout_G01,train
G02_R0382,G02,holdout_G01,train
G02_R0383,G02,holdout_G01,train
G02_R0384,G02,holdout_G01,train
G02_R0385,G02,holdout_G01,train
G02_R0386,G02,holdout_G01,train
G02_R0387,G02,holdout_G01,train
G02_R0388,G02,holdout_G01,train
G02_R0389,G02,holdout_G01,train
G02_R0390,G02,holdout_G01,train
G02_R0391,G02,holdout_G01,train
G02_R0392,G02,holdout_G01,train
G02_R0393,G02,holdout_G01,train
G02_R0394,G02,holdout_G01,train
G02_R0395,G02,holdout_G01,train
G02_R0396,G02,holdout_G01,train
G02_R0397,G02,holdout_G01,train
G02_R0398,G02,holdout_G01,train
G02_R0399,G02,holdout_G01,train
G02_R0400,G02,holdout_G01,train
G02_R0401,G02,holdout_G01,train
G02_R0402,G02,holdout_G01,train
G02_R0403,G02,holdout_G01,train
G02_R0404,G02,holdout_G01,train
G02_R0405,G02,holdout_G01,train
G02_R0406,G02,holdout_G01,train
G02_R0407,G02,holdout_G01,train
G02_R0408,G02,holdout_G01,train
G02_R0409,G02,holdout_G01,train
G02_R0410,G02,holdout_G01,train
G02_R0411,G02,holdout_G01,train
G02_R0412,G02,holdout_G01,train
G02_R0413,G02,holdout_G01,train
G02_R0414,G02,holdout_G01,train
G02_R0415,G02,holdout_G01,train
G02_R0416,G02,holdout_G01,train
G02_R0417,G02,holdout_G01,train
G02_R0418,G02,holdout_G01,train
G02_R0419,G02,holdout_G01,train
G02_R0420,G02,holdout_G01,train
G02_R0421,G02,holdout_G01,train
G02_R0422,G02,holdout_G01,train
G02_R0423,G02,holdout_G01,train
G02_R0424,G02,holdout_G01,train
G02_R0425,G02,holdout_G01,train
G02_R0426,G02,holdout_G01,train
G02_R0427,G02,holdout_G01,train
G02_R0428,G02,holdout_G01,train
G02_R0429,G02,holdout_G01,train
G02_R0430,G02,holdout_G01,train
G02_R0431,G02,holdout_G01,train
G02_R0432,G02,holdout_G01,train
G02_R0433,G02,holdout_G01,train
G02_R0434,G02,holdout_G01,train
G02_R0435,G02,holdout_G01,train
G02_R0436,G02,holdout_G01,train
G02_R0437,G02,holdout_G01,train
G02_R0438,G02,holdout_G01,train
G02_R0439,G02,holdout_G01,train
G02_R0440,G02,holdout_G01,train
G02_R0441,G02,holdout_G01,train
G02_R0442,G02,holdout_G01,train
G02_R0443,G02,holdout_G01,train
G02_R0444,G02,holdout_G01,train
G02_R0445,G02,holdout_G01,train
G02_R0446,G02,holdout_G01,train
G02_R0447,G02,holdout_G01,train
G02_R0448,G02,holdout_G01,train
G02_R0449,G02,holdout_G01,train
G02_R0450,G02,holdout_G01,train
G02_R0451,G02,holdout_G01,train
G02_R0452,G02,holdout_G01,train
G02_R0453,G02,holdout_G01,train
G02_R0454,G02,holdout_G01,train
G02_R0455,G02,holdout_G01,train
G02_R0456,G02,holdout_G01,train
G02_R0457,G02,holdout_G01,train
G02_R0458,G02,holdout_G01,train
G02_R0459,G02,holdout_G01,train
G02_R0460,G02,holdout_G01,train
G02_R0461,G02,holdout_G01,train
G02_R0462,G02,holdout_G01,train
G02_R0463,G02,holdout_G01,train
G02_R0464,G02,holdout_G01,train
G02_R0465,G02,holdout_G01,train
G02_R0466,G02,holdout_G01,train
G02_R0467,G02,holdout_G01,train
G02_R0468,G02,holdout_G01,train
G02_R0469,G02,holdout_G01,train
G02_R0470,G02,holdout_G01,train
G02_R0471,G02,holdout_G01,train
G02_R0472,G02,holdout_G01,train
G02_R0473,G02,holdout_G01,train
G02_R0474,G02,holdout_G01,train
G02_R0475,G02,holdout_G01,train
G02_R0476,G02,holdout_G01,train
G02_R0477,G02,holdout_G01,train
G02_R0478,G02,holdout_G01,train
G02_R0479,G02,holdout_G01,train
G02_R0480,G02,holdout_G01,train
G02_R0481,G02,holdout_G01,train
G02_R0482,G02,holdout_G01,train
G02_R0483,G02,holdout_G01,train
G02_R0484,G02,holdout_G01,train
G02_R0485,G02,holdout_G01,train
G02_R0486,G02,holdout_G01,train
G02_R0487,G02,holdout_G01,train
G02_R0488,G02,holdout_G01,train
G02_R0489,G02,holdout_G01,train
G02_R0490,G02,holdout_G01,train
G02_R0491,G02,holdout_G01,train
G02_R0492,G02,holdout_G01,train
G02_R0493,G02,holdout_G01,train
G02_R0494,G02,holdout_G01,train
G02_R0495,G02,holdout_G01,train
G02_R0496,G02,holdout_G01,train
G02_R0497,G02,holdout_G01,train
G02_R0498,G02,holdout_G01,train
G02_R0499,G02,holdout_G01,train
G02_R0500,G02,holdout_G01,train
G02_R0501,G02,holdout_G01,train
G02_R0502,G02,holdout_G01,train
G02_R0503,G02,holdout_G01,train
G02_R0504,G02,holdout_G01,train
G02_R0505,G02,holdout_G01,train
G02_R0506,G02,holdout_G01,train
G02_R0507,G02,holdout_G01,train
G02_R0508,G02,holdout_G01,train
G02_R0509,G02,holdout_G01,train
G02_R0510,G02,holdout_G01,train
G02_R0511,G02,holdout_G01,train
G02_R0512,G02,holdout_G01,train
G02_R0513,G02,holdout_G01,train
G02_R0514,G02,holdout_G01,train
G02_R0515,G02,holdout_G01,train
G02_R0516,G02,holdout_G01,train
G02_R0517,G02,holdout_G01,train
G02_R0518,G02,holdout_G01,train
G02_R0519,G02,holdout_G01,train
G02_R0520,G02,holdout_G01,train
G02_R0521,G02,holdout_G01,train
G02_R0522,G02,holdout_G01,train
G02_R0523,G02,holdout_G01,train
G02_R0524,G02,holdout_G01,train
G02_R0525,G02,holdout_G01,train
G02_R0526,G02,holdout_G01,train
G02_R0527,G02,holdout_G01,train
G02_R0528,G02,holdout_G01,train
G02_R0529,G02,holdout_G01,train
G02_R0530,G02,holdout_G01,train
G02_R0531,G02,holdout_G01,train
G02_R0532,G02,holdout_G01,train
G02_R0533,G02,holdout_G01,train
G02_R0534,G02,holdout_G01,train
G02_R0535,G02,holdout_G01,train
G02_R0536,G02,holdout_G01,train
G02_R0537,G02,holdout_G01,train
G02_R0538,G02,holdout_G01,train
G02_R0539,G02,holdout_G01,train
G02_R0540,G02,holdout_G01,train
G02_R0541,G02,holdout_G01,train
G02_R0542,G02,holdout_G01,train
G02_R0543,G02,holdout_G01,train
G02_R0544,G02,holdout_G01,train
G02_R0545,G02,holdout_G01,train
G02_R0546,G02,holdout_G01,train
G02_R0547,G02,holdout_G01,train
G02_R0548,G02,holdout_G01,train
G02_R0549,G02,holdout_G01,train
G02_R0550,G02,holdout_G01,train
G02_R0551,G02,holdout_G01,train
G02_R0552,G02,holdout_G01,train
G02_R0553,G02,holdout_G01,train
G02_R0554,G02,holdout_G01,train
G02_R0555,G02,holdout_G01,train
G02_R0556,G02,holdout_G01,train
G02_R0557,G02,holdout_G01,train
G02_R0558,G02,holdout_G01,train
G02_R0559,G02,holdout_G01,train
G02_R0560,G02,holdout_G01,train
G02_R0561,G02,holdout_G01,train
G02_R0562,G02,holdout_G01,train
G02_R0563,G02,holdout_G01,train
G02_R0564,G02,holdout_G01,train
G02_R0565,G02,holdout_G01,train
G02_R0566,G02,holdout_G01,train
G02_R0567,G02,holdout_G01,train
G02_R0568,G02,holdout_G01,train
G02_R0569,G02,holdout_G01,train
G02_R0570,G02,holdout_G01,train
G02_R0571,G02,holdout_G01,train
G02_R0572,G02,holdout_G01,train
G02_R0573,G02,holdout_G01,train
G02_R0574,G02,holdout_G01,train
G02_R0575,G02,holdout_G01,train
G02_R0576,G02,holdout_G01,train
G02_R0577,G02,holdout_G01,train
G02_R0578,G02,holdout_G01,train
G02_R0579,G02,holdout_G01,train
G02_R0580,G02,holdout_G01,train
G02_R0581,G02,holdout_G01,train
G02_R0582,G02,holdout_G01,train
G02_R0583,G02,holdout_G01,train
G02_R0584,G02,holdout_G01,train
G02_R0585,G02,holdout_G01,train
G02_R0586,G02,holdout_G01,train
G02_R0587,G02,holdout_G01,train
G02_R0588,G02,holdout_G01,train
G02_R0589,G02,holdout_G01,train
G02_R0590,G02,holdout_G01,train
G02_R0591,G02,holdout_G01,train
G02_R0592,G02,holdout_G01,train
G02_R0593,G02,holdout_G01,train
G02_R0594,G02,holdout_G01,train
G02_R0595,G02,holdout_G01,train
G02_R0596,G02,holdout_G01,train
G02_R0597,G02,holdout_G01,train
G02_R0598,G02,holdout_G01,train
G02_R0599,G02,holdout_G01,train
G02_R0600,G02,holdout_G01,train
G02_R0601,G02,holdout_G01,train
G02_R0602,G02,holdout_G01,train
G02_R0603,G02,holdout_G01,train
G02_R0604,G02,holdout_G01,train
G02_R0605,G02,holdout_G01,train
G02_R0606,G02,holdout_G01,train
G02_R0607,G02,holdout_G01,train
G02_R0608,G02,holdout_G01,train
G02_R0609,G02,holdout_G01,train
G02_R0610,G02,holdout_G01,train
G02_R0611,G02,holdout_G01,train
G02_R0612,G02,holdout_G01,train
G02_R0613,G02,holdout_G01,train
G02_R0614,G02,holdout_G01,train
G02_R0615,G02,holdout_G01,train
G02_R0616,G02,holdout_G01,train
G02_R0617,G02,holdout_G01,train
G02_R0618,G02,holdout_G01,train
G02_R0619,G02,holdout_G01,train
G02_R0620,G02,holdout_G01,train
G02_R0621,G02,holdout_G01,train
G02_R0622,G02,holdout_G01,train
G02_R0623,G02,holdout_G01,train
G02_R0624,G02,holdout_G01,train
G02_R0625,G02,holdout_G01,train
G02_R0626,G02,holdout_G01,train
G02_R0627,G02,holdout_G01,train
G02_R0628,G02,holdout_G01,train
G02_R0629,G02,holdout_G01,train
G02_R0630,G02,holdout_G01,train
G02_R0631,G02,holdout_G01,train
G02_R0632,G02,holdout_G01,train
G02_R0633,G02,holdout_G01,train
G02_R0634,G02,holdout_G01,train
G02_R0635,G02,holdout_G01,train
G02_R0636,G02,holdout_G01,train
G02_R0637,G02,holdout_G01,train
G02_R0638,G02,holdout_G01,train
G02_R0639,G02,holdout_G01,train
G02_R0640,G02,holdout_G01,train
G02_R0641,G02,holdout_G01,train
G02_R0642,G02,holdout_G01,train
G02_R0643,G02,holdout_G01,train
G02_R0644,G02,holdout_G01,train
G02_R0645,G02,holdout_G01,train
G02_R0646,G02,holdout_G01,train
G02_R0647,G02,holdout_G01,train
G02_R0648,G02,holdout_G01,train
G02_R0649,G02,holdout_G01,train
G02_R0650,G02,holdout_G01,train
G02_R0651,G02,holdout_G01,train
G02_R0652,G02,holdout_G01,train
G02_R0653,G02,holdout_G01,train
G02_R0654,G02,holdout_G01,train
G02_R0655,G02,holdout_G01,train
G02_R0656,G02,holdout_G01,train
G02_R0657,G02,holdout_G01,train
G02_R0658,G02,holdout_G01,train
G02_R0659,G02,holdout_G01,train
G02_R0660,G02,holdout_G01,train
G02_R0661,G02,holdout_G01,train
G02_R0662,G02,holdout_G01,train
